britned_flow,date,day,demand_value,east_west_flow,eleclink_flow,embedded_solar_capacity,embedded_solar_generation,embedded_wind_capacity,embedded_wind_generation,england_wales_demand,greenlink_flow,hour,ifa2_flow,ifa_flow,minute,month,moyle_flow,nd,nemo_flow,non_bm_stor,nsl_flow,pump_storage_pumping,scottish_transfer,settlement_date,settlement_period,source_file,tsd,viking_flow,year
500.0,2015-05-27,27,29416.0,-89.0,NaN,8621.0,3170.0,3883.0,1231.0,29416.0,NaN,0,0.0,1997.0,0,5,11.0,32731.0,0.0,0.0,NaN,8.0,NaN,2015-05-27,32.0,NaN,33328.0,NaN,2015
0.0,2009-07-30,30,34618.0,0.0,NaN,0.0,0.0,1725.0,1226.0,34618.0,NaN,0,0.0,1951.0,0,7,-412.0,37959.0,0.0,0.0,NaN,3.0,NaN,2009-07-30,35.0,NaN,38874.0,NaN,2009
856.0,2019-03-24,24,22479.0,-406.0,0.0,12765.0,4401.0,6192.0,2526.0,22479.0,0.0,0,0.0,1601.0,0,3,-390.0,24305.0,770.0,0.0,0.0,10.0,NaN,2019-03-24,18.0,NaN,25711.0,0.0,2019
1000.0,2018-06-22,22,23443.0,409.0,NaN,13052.0,0.0,5859.0,863.0,23443.0,NaN,0,0.0,1000.0,0,6,-243.0,25557.0,0.0,0.0,NaN,21.0,NaN,2018-06-22,47.0,NaN,26321.0,NaN,2018
107.0,2020-07-14,14,24684.0,504.0,0.0,13134.0,4267.0,6527.0,1428.0,24684.0,0.0,0,0.0,-304.0,0,7,10.0,27184.0,110.0,0.0,0.0,5.0,NaN,2020-07-14,27.0,NaN,27993.0,0.0,2020
NaN,2008-10-25,25,33129.0,NaN,NaN,NaN,NaN,1308.0,953.0,33129.0,NaN,0,NaN,1507.0,0,10,66.0,36933.0,NaN,0.0,NaN,2.0,NaN,2008-10-25,29.0,NaN,37435.0,NaN,2008
NaN,2006-09-13,13,40035.0,NaN,NaN,NaN,NaN,NaN,NaN,40035.0,NaN,0,NaN,-3.0,0,9,-207.0,43880.0,NaN,0.0,NaN,10.0,NaN,2006-09-13,23.0,NaN,44600.0,NaN,2006
515.0,2019-12-06,6,33674.0,8.0,0.0,13006.0,460.0,6465.0,3607.0,33674.0,0.0,0,0.0,840.0,0,12,50.0,36679.0,148.0,0.0,0.0,11.0,NaN,2019-12-06,30.0,NaN,37290.0,0.0,2019
1002.0,2023-03-17,17,28402.0,0.0,998.0,15310.0,3655.0,6545.0,1523.0,28402.0,0.0,0,992.0,1502.0,0,3,-17.0,31366.0,996.0,0.0,1382.0,7.0,181.0,2023-03-17,23.0,NaN,31990.0,0.0,2023
0.0,2021-03-17,17,30180.0,-89.0,0.0,13578.0,580.0,6527.0,1622.0,30180.0,0.0,0,507.0,657.0,0,3,-152.0,32499.0,347.0,0.0,0.0,5.0,NaN,2021-03-17,15.0,NaN,33345.0,0.0,2021
NaN,2002-08-27,27,37877.0,NaN,NaN,NaN,NaN,NaN,NaN,37877.0,NaN,0,NaN,-125.0,0,8,NaN,41719.0,NaN,0.0,NaN,0.0,NaN,2002-08-27,24.0,NaN,NaN,NaN,2002
NaN,2006-02-24,24,47747.0,NaN,NaN,NaN,NaN,NaN,NaN,47747.0,NaN,0,NaN,71.0,0,2,-129.0,52382.0,NaN,0.0,NaN,8.0,NaN,2006-02-24,24.0,NaN,53119.0,NaN,2006
0.0,2018-09-19,19,27273.0,-303.0,NaN,13052.0,2660.0,5911.0,4780.0,27273.0,NaN,0,0.0,1997.0,0,9,-102.0,29402.0,0.0,0.0,NaN,13.0,NaN,2018-09-19,32.0,NaN,30320.0,NaN,2018
NaN,2005-06-01,1,29927.0,NaN,NaN,NaN,NaN,NaN,NaN,29927.0,NaN,0,NaN,1988.0,0,6,-184.0,33330.0,NaN,0.0,NaN,504.0,NaN,2005-06-01,47.0,NaN,34518.0,NaN,2005
498.0,2014-09-24,24,21844.0,-19.0,NaN,5352.0,0.0,3870.0,904.0,21844.0,NaN,0,0.0,1947.0,0,9,-129.0,23975.0,0.0,0.0,NaN,1435.0,NaN,2014-09-24,12.0,NaN,26058.0,NaN,2014
975.0,2014-08-22,22,20028.0,107.0,NaN,5172.0,0.0,3344.0,511.0,20028.0,NaN,0,0.0,1950.0,0,8,0.0,22163.0,0.0,0.0,NaN,1473.0,NaN,2014-08-22,8.0,NaN,24136.0,NaN,2014
NaN,2002-04-10,10,29181.0,NaN,NaN,NaN,NaN,NaN,NaN,29181.0,NaN,0,NaN,895.0,0,4,NaN,32573.0,NaN,0.0,NaN,980.0,NaN,2002-04-10,10.0,NaN,NaN,NaN,2002
NaN,2003-09-23,23,38961.0,NaN,NaN,NaN,NaN,NaN,NaN,38961.0,NaN,0,NaN,-1774.0,0,9,NaN,43070.0,NaN,0.0,NaN,0.0,NaN,2003-09-23,35.0,NaN,NaN,NaN,2003
974.0,2015-07-20,20,30509.0,-8.0,NaN,8743.0,491.0,3897.0,1810.0,30509.0,NaN,0,0.0,1795.0,0,7,171.0,33082.0,0.0,0.0,NaN,14.0,NaN,2015-07-20,40.0,NaN,33604.0,NaN,2015
-1.0,2013-09-26,26,35291.0,0.0,NaN,2999.0,933.0,2337.0,406.0,35291.0,NaN,0,0.0,1237.0,0,9,-251.0,38862.0,0.0,0.0,NaN,8.0,NaN,2013-09-26,21.0,NaN,39622.0,NaN,2013
NaN,2007-07-20,20,37832.0,NaN,NaN,NaN,NaN,0.0,0.0,37832.0,NaN,0,NaN,167.0,0,7,-401.0,41354.0,NaN,53.0,NaN,2.0,NaN,2007-07-20,34.0,NaN,42204.0,NaN,2007
0.0,2010-05-26,26,22601.0,0.0,NaN,25.0,0.0,2236.0,1039.0,22601.0,NaN,0,0.0,934.0,0,5,-270.0,25107.0,0.0,0.0,NaN,1115.0,NaN,2010-05-26,2.0,NaN,26992.0,NaN,2010
1058.0,2018-10-06,6,28704.0,0.0,NaN,13052.0,1280.0,5911.0,1475.0,28704.0,NaN,0,0.0,1798.0,0,10,-394.0,31808.0,0.0,87.0,NaN,10.0,NaN,2018-10-06,23.0,NaN,32629.0,NaN,2018
NaN,2006-02-11,11,41432.0,NaN,NaN,NaN,NaN,NaN,NaN,41432.0,NaN,0,NaN,277.0,0,2,-70.0,45545.0,NaN,0.0,NaN,15.0,NaN,2006-02-11,21.0,NaN,46230.0,NaN,2006
998.0,2015-09-17,17,20311.0,284.0,NaN,8880.0,0.0,3984.0,562.0,20311.0,NaN,0,0.0,1997.0,0,9,198.0,22542.0,0.0,0.0,NaN,1411.0,NaN,2015-09-17,10.0,NaN,24453.0,NaN,2015
NaN,2006-11-05,5,28909.0,NaN,NaN,NaN,NaN,NaN,NaN,28909.0,NaN,0,NaN,1989.0,0,11,16.0,31580.0,NaN,0.0,NaN,1136.0,NaN,2006-11-05,5.0,NaN,33316.0,NaN,2006
682.0,2018-10-23,23,19860.0,345.0,NaN,13052.0,0.0,5911.0,3375.0,19860.0,NaN,0,0.0,392.0,0,10,147.0,20800.0,0.0,0.0,NaN,944.0,NaN,2018-10-23,4.0,NaN,22244.0,NaN,2018
0.0,2022-04-29,29,24509.0,0.0,0.0,14169.0,7152.0,6545.0,649.0,24509.0,0.0,0,-335.0,-521.0,0,4,-456.0,27344.0,143.0,0.0,-205.0,5.0,NaN,2022-04-29,28.0,NaN,29366.0,0.0,2022
692.0,2021-11-17,17,31582.0,0.0,0.0,13960.0,3101.0,6527.0,2141.0,31582.0,0.0,0,-1.0,-286.0,0,11,-378.0,34224.0,-278.0,0.0,693.0,8.0,NaN,2021-11-17,21.0,NaN,35790.0,0.0,2021
105.0,2023-05-03,3,19444.0,0.0,243.0,15599.0,0.0,6545.0,1036.0,19444.0,0.0,0,258.0,797.0,0,5,-216.0,21551.0,-55.0,0.0,41.0,72.0,-492.0,2023-05-03,1.0,NaN,22394.0,0.0,2023
496.0,2012-02-20,20,43627.0,0.0,NaN,1367.0,43.0,1950.0,1288.0,43627.0,NaN,0,0.0,-1203.0,0,2,-296.0,47896.0,0.0,0.0,NaN,12.0,NaN,2012-02-20,34.0,NaN,50007.0,NaN,2012
NaN,2007-02-27,27,31247.0,NaN,NaN,NaN,NaN,0.0,0.0,31247.0,NaN,0,NaN,1890.0,0,2,-275.0,34692.0,NaN,0.0,NaN,1221.0,NaN,2007-02-27,5.0,NaN,36788.0,NaN,2007
839.0,2023-04-17,17,29156.0,-293.0,415.0,15549.0,1508.0,6545.0,946.0,29156.0,0.0,0,331.0,1005.0,0,4,-447.0,32079.0,602.0,0.0,1095.0,5.0,1335.0,2023-04-17,37.0,NaN,33324.0,0.0,2023
NaN,2001-03-13,13,33641.0,NaN,NaN,NaN,NaN,NaN,NaN,33641.0,NaN,0,NaN,1873.0,0,3,NaN,37760.0,NaN,0.0,NaN,1017.0,NaN,2001-03-13,1.0,NaN,NaN,NaN,2001
998.0,2020-02-04,4,36919.0,-510.0,0.0,13058.0,185.0,6465.0,2284.0,36919.0,0.0,0,0.0,2003.0,0,2,-456.0,40937.0,1019.0,0.0,0.0,13.0,NaN,2020-02-04,33.0,NaN,42516.0,0.0,2020
NaN,2003-11-10,10,40990.0,NaN,NaN,NaN,NaN,NaN,NaN,40990.0,NaN,0,NaN,37.0,0,11,NaN,45292.0,NaN,0.0,NaN,0.0,NaN,2003-11-10,17.0,NaN,NaN,NaN,2003
983.0,2018-01-14,14,22654.0,448.0,NaN,12916.0,0.0,5779.0,1768.0,22654.0,NaN,0,0.0,1994.0,0,1,-206.0,24543.0,0.0,0.0,NaN,1677.0,NaN,2018-01-14,11.0,NaN,27025.0,NaN,2018
974.0,2021-12-30,30,27298.0,0.0,0.0,14008.0,1001.0,6527.0,3455.0,27298.0,0.0,0,-4.0,1005.0,0,12,-156.0,29502.0,999.0,0.0,630.0,6.0,NaN,2021-12-30,22.0,NaN,30268.0,0.0,2021
374.0,2013-01-28,28,43471.0,-250.0,NaN,2101.0,123.0,2085.0,1614.0,43471.0,NaN,0,0.0,858.0,0,1,-251.0,47725.0,0.0,0.0,NaN,9.0,NaN,2013-01-28,26.0,NaN,48835.0,NaN,2013
1000.0,2013-05-26,26,27458.0,-483.0,NaN,2759.0,2470.0,2087.0,292.0,27458.0,NaN,0,0.0,1489.0,0,5,-250.0,30468.0,0.0,0.0,NaN,6.0,NaN,2013-05-26,26.0,NaN,31707.0,NaN,2013
0.0,2021-06-01,1,17323.0,-5.0,0.0,13698.0,0.0,6527.0,1142.0,17323.0,0.0,0,584.0,1272.0,0,6,-272.0,19004.0,686.0,0.0,0.0,982.0,NaN,2021-06-01,9.0,NaN,20762.0,0.0,2021
-104.0,2016-06-15,15,29632.0,-438.0,NaN,10500.0,3860.0,4260.0,778.0,29632.0,NaN,0,0.0,1496.0,0,6,0.0,32711.0,0.0,0.0,NaN,7.0,NaN,2016-06-15,28.0,NaN,33760.0,NaN,2016
NaN,2002-04-13,13,29980.0,NaN,NaN,NaN,NaN,NaN,NaN,29980.0,NaN,0,NaN,1724.0,0,4,NaN,33312.0,NaN,0.0,NaN,497.0,NaN,2002-04-13,5.0,NaN,NaN,NaN,2002
NaN,2002-05-07,7,25645.0,NaN,NaN,NaN,NaN,NaN,NaN,25645.0,NaN,0,NaN,1400.0,0,5,NaN,28696.0,NaN,0.0,NaN,620.0,NaN,2002-05-07,8.0,NaN,NaN,NaN,2002
NaN,2006-12-22,22,45538.0,NaN,NaN,NaN,NaN,NaN,NaN,45538.0,NaN,0,NaN,-783.0,0,12,-70.0,50112.0,NaN,0.0,NaN,9.0,NaN,2006-12-22,33.0,NaN,51574.0,NaN,2006
974.0,2014-03-21,21,26287.0,-103.0,NaN,4518.0,0.0,2524.0,1211.0,26287.0,NaN,0,0.0,968.0,0,3,5.0,28647.0,0.0,0.0,NaN,839.0,NaN,2014-03-21,2.0,NaN,30189.0,NaN,2014
NaN,2002-02-06,6,30791.0,NaN,NaN,NaN,NaN,NaN,NaN,30791.0,NaN,0,NaN,1450.0,0,2,NaN,34576.0,NaN,0.0,NaN,1381.0,NaN,2002-02-06,11.0,NaN,NaN,NaN,2002
693.0,2021-08-14,14,21388.0,0.0,0.0,13771.0,2437.0,6527.0,1924.0,21388.0,0.0,0,683.0,1368.0,0,8,-166.0,23141.0,687.0,0.0,-1.0,9.0,NaN,2021-08-14,18.0,NaN,23817.0,0.0,2021
344.0,2019-07-26,26,22122.0,504.0,0.0,12855.0,231.0,6137.0,977.0,22122.0,0.0,0,0.0,-1109.0,0,7,194.0,24296.0,0.0,0.0,0.0,14.0,NaN,2019-07-26,13.0,NaN,25919.0,0.0,2019
994.0,2012-12-21,21,44384.0,-251.0,NaN,2024.0,0.0,2085.0,223.0,44384.0,NaN,0,0.0,992.0,0,12,-251.0,48991.0,0.0,0.0,NaN,15.0,NaN,2012-12-21,35.0,NaN,50108.0,NaN,2012
-105.0,2012-01-17,17,45040.0,0.0,NaN,1209.0,109.0,1866.0,325.0,45040.0,NaN,0,0.0,246.0,0,1,0.0,49504.0,0.0,40.0,NaN,4.0,NaN,2012-01-17,25.0,NaN,50173.0,NaN,2012
0.0,2011-03-03,3,40904.0,0.0,NaN,114.0,0.0,1737.0,443.0,40904.0,NaN,0,0.0,377.0,0,3,-451.0,45106.0,0.0,0.0,NaN,17.0,NaN,2011-03-03,43.0,NaN,46174.0,NaN,2011
NaN,2006-01-27,27,34798.0,NaN,NaN,NaN,NaN,NaN,NaN,34798.0,NaN,0,NaN,-1350.0,0,1,-70.0,38566.0,NaN,0.0,NaN,1008.0,NaN,2006-01-27,12.0,NaN,41594.0,NaN,2006
1000.0,2018-04-09,9,33907.0,-392.0,NaN,13052.0,3040.0,5978.0,493.0,33907.0,NaN,0,0.0,1495.0,0,4,-410.0,37552.0,0.0,0.0,NaN,15.0,NaN,2018-04-09,23.0,NaN,38869.0,NaN,2018
755.0,2024-01-12,12,38687.0,-531.0,147.0,16819.0,0.0,6488.0,898.0,38687.0,0.0,0,-4.0,1444.0,0,1,-451.0,42282.0,507.0,0.0,375.0,5.0,3132.0,2024-01-12,36.0,NaN,43873.0,100.0,2024
1000.0,2013-04-06,6,28007.0,50.0,NaN,2606.0,0.0,2205.0,184.0,28007.0,NaN,0,0.0,1138.0,0,4,-110.0,31203.0,0.0,0.0,NaN,1579.0,NaN,2013-04-06,9.0,NaN,33392.0,NaN,2013
NaN,2008-01-29,29,49620.0,NaN,NaN,NaN,NaN,1163.0,334.0,49620.0,NaN,0,NaN,1850.0,0,1,-192.0,54626.0,NaN,0.0,NaN,16.0,NaN,2008-01-29,37.0,NaN,55434.0,NaN,2008
1014.0,2014-07-07,7,31244.0,-451.0,NaN,4970.0,173.0,3575.0,138.0,31244.0,NaN,0,0.0,1996.0,0,7,0.0,34127.0,0.0,0.0,NaN,14.0,NaN,2014-07-07,41.0,NaN,35092.0,NaN,2014
NaN,2005-07-31,31,29496.0,NaN,NaN,NaN,NaN,NaN,NaN,29496.0,NaN,0,NaN,2001.0,0,7,-70.0,32564.0,NaN,0.0,NaN,9.0,NaN,2005-07-31,31.0,NaN,33143.0,NaN,2005
NaN,2001-02-22,22,42185.0,NaN,NaN,NaN,NaN,NaN,NaN,42185.0,NaN,0,NaN,497.0,0,2,NaN,46880.0,NaN,0.0,NaN,11.0,NaN,2001-02-22,32.0,NaN,NaN,NaN,2001
NaN,2005-08-29,29,31123.0,NaN,NaN,NaN,NaN,NaN,NaN,31123.0,NaN,0,NaN,-98.0,0,8,-67.0,34685.0,NaN,0.0,NaN,7.0,NaN,2005-08-29,22.0,NaN,35357.0,NaN,2005
967.0,2015-07-24,24,19705.0,90.0,NaN,8751.0,0.0,3897.0,281.0,19705.0,NaN,0,0.0,1940.0,0,7,198.0,21618.0,0.0,0.0,NaN,1437.0,NaN,2015-07-24,8.0,NaN,23555.0,NaN,2015
1000.0,2013-12-04,4,37047.0,0.0,NaN,3236.0,0.0,2434.0,972.0,37047.0,NaN,0,0.0,-538.0,0,12,-251.0,40322.0,0.0,0.0,NaN,14.0,NaN,2013-12-04,44.0,NaN,41725.0,NaN,2013
NaN,2006-03-23,23,44505.0,NaN,NaN,NaN,NaN,NaN,NaN,44505.0,NaN,0,NaN,1280.0,0,3,-70.0,49118.0,NaN,0.0,NaN,4.0,NaN,2006-03-23,24.0,NaN,49792.0,NaN,2006
0.0,2010-12-13,13,40938.0,0.0,NaN,73.0,0.0,2141.0,49.0,40938.0,NaN,0,0.0,-1691.0,0,12,-400.0,45489.0,0.0,0.0,NaN,11.0,NaN,2010-12-13,15.0,NaN,48191.0,NaN,2010
NaN,2007-03-05,5,36966.0,NaN,NaN,NaN,NaN,0.0,0.0,36966.0,NaN,0,NaN,2003.0,0,3,-336.0,40984.0,NaN,0.0,NaN,12.0,NaN,2007-03-05,45.0,NaN,41932.0,NaN,2007
999.0,2020-02-20,20,37190.0,330.0,0.0,13065.0,0.0,6465.0,4275.0,37190.0,0.0,0,0.0,2003.0,0,2,64.0,40362.0,1019.0,0.0,0.0,9.0,NaN,2020-02-20,36.0,NaN,40971.0,0.0,2020
993.0,2012-09-25,25,22314.0,0.0,NaN,1897.0,0.0,2085.0,1364.0,22314.0,NaN,0,0.0,1992.0,0,9,-76.0,24343.0,0.0,0.0,NaN,1179.0,NaN,2012-09-25,5.0,NaN,26098.0,NaN,2012
813.0,2021-07-10,10,18880.0,0.0,0.0,13730.0,0.0,6527.0,296.0,18880.0,0.0,0,846.0,1706.0,0,7,-242.0,20775.0,853.0,0.0,-1.0,700.0,NaN,2021-07-10,4.0,NaN,22218.0,0.0,2021
-513.0,2025-05-17,17,22261.0,0.0,0.0,20558.0,0.0,6606.0,1198.0,22261.0,-493.0,0,992.0,2009.0,0,5,-446.0,24324.0,5.0,0.0,1397.0,5.0,2210.0,2025-05-17,45.0,NaN,26281.0,0.0,2025
1059.0,2019-01-29,29,38534.0,10.0,0.0,12683.0,0.0,5918.0,1295.0,38534.0,0.0,0,0.0,1997.0,0,1,37.0,42516.0,0.0,0.0,0.0,19.0,NaN,2019-01-29,42.0,NaN,43135.0,0.0,2019
644.0,2020-06-13,13,18121.0,504.0,0.0,13122.0,0.0,6527.0,1125.0,18121.0,0.0,0,0.0,627.0,0,6,230.0,19885.0,688.0,0.0,0.0,82.0,NaN,2020-06-13,2.0,NaN,20467.0,0.0,2020
NaN,2007-05-13,13,34241.0,NaN,NaN,NaN,NaN,0.0,0.0,34241.0,NaN,0,NaN,1991.0,0,5,-152.0,37804.0,NaN,0.0,NaN,6.0,NaN,2007-05-13,36.0,NaN,38462.0,NaN,2007
338.0,2022-06-01,1,25124.0,-531.0,-178.0,14296.0,3654.0,6545.0,578.0,25124.0,0.0,0,-468.0,-559.0,0,6,-254.0,27833.0,120.0,0.0,693.0,11.0,NaN,2022-06-01,36.0,NaN,30334.0,0.0,2022
958.0,2022-02-26,26,32659.0,319.0,0.0,14079.0,0.0,6550.0,3742.0,32659.0,0.0,0,230.0,304.0,0,2,260.0,34683.0,901.0,0.0,1048.0,3.0,NaN,2022-02-26,37.0,NaN,35286.0,0.0,2022
NaN,2002-11-08,8,47744.0,NaN,NaN,NaN,NaN,NaN,NaN,47744.0,NaN,0,NaN,1355.0,0,11,NaN,52818.0,NaN,0.0,NaN,0.0,NaN,2002-11-08,35.0,NaN,NaN,NaN,2002
999.0,2016-07-22,22,19919.0,380.0,NaN,10500.0,243.0,4253.0,606.0,19919.0,NaN,0,0.0,418.0,0,7,0.0,21773.0,0.0,0.0,NaN,1601.0,NaN,2016-07-22,11.0,NaN,23874.0,NaN,2016
3.0,2020-01-30,30,22371.0,-3.0,0.0,13056.0,0.0,6465.0,2596.0,22371.0,0.0,0,0.0,1077.0,0,1,-250.0,23879.0,648.0,0.0,0.0,563.0,NaN,2020-01-30,7.0,NaN,25295.0,0.0,2020
NaN,2008-06-19,19,37007.0,NaN,NaN,NaN,NaN,1213.0,852.0,37007.0,NaN,0,NaN,1994.0,0,6,-75.0,40556.0,NaN,0.0,NaN,4.0,NaN,2008-06-19,20.0,NaN,41135.0,NaN,2008
NaN,2007-08-10,10,33891.0,NaN,NaN,NaN,NaN,0.0,0.0,33891.0,NaN,0,NaN,2002.0,0,8,202.0,37239.0,NaN,0.0,NaN,4.0,NaN,2007-08-10,38.0,NaN,37743.0,NaN,2007
-391.0,2022-01-24,24,30202.0,481.0,0.0,14040.0,0.0,6527.0,1021.0,30202.0,0.0,0,-910.0,-512.0,0,1,402.0,32762.0,-642.0,0.0,693.0,7.0,NaN,2022-01-24,14.0,NaN,35824.0,0.0,2022
836.0,2017-07-03,3,23901.0,331.0,NaN,12372.0,0.0,5143.0,269.0,23901.0,NaN,0,0.0,1606.0,0,7,108.0,26453.0,0.0,0.0,NaN,57.0,NaN,2017-07-03,47.0,NaN,27010.0,NaN,2017
NaN,2004-09-03,3,37444.0,NaN,NaN,NaN,NaN,NaN,NaN,37444.0,NaN,0,NaN,1499.0,0,9,NaN,41358.0,NaN,0.0,NaN,7.0,NaN,2004-09-03,35.0,NaN,NaN,NaN,2004
524.0,2011-06-04,4,21369.0,0.0,NaN,215.0,0.0,1822.0,320.0,21369.0,NaN,0,0.0,998.0,0,6,-342.0,23656.0,0.0,0.0,NaN,1477.0,NaN,2011-06-04,5.0,NaN,25975.0,NaN,2011
NaN,2003-07-31,31,26856.0,NaN,NaN,NaN,NaN,NaN,NaN,26856.0,NaN,0,NaN,-309.0,0,7,NaN,29607.0,NaN,0.0,NaN,437.0,NaN,2003-07-31,14.0,NaN,NaN,NaN,2003
0.0,2009-11-22,22,37642.0,0.0,NaN,0.0,0.0,1740.0,1508.0,37642.0,NaN,0,0.0,760.0,0,11,-297.0,41699.0,0.0,0.0,NaN,5.0,NaN,2009-11-22,39.0,NaN,42601.0,NaN,2009
0.0,2010-06-30,30,26106.0,0.0,NaN,31.0,0.0,2056.0,474.0,26106.0,NaN,0,0.0,1093.0,0,6,0.0,28332.0,0.0,0.0,NaN,44.0,NaN,2010-06-30,48.0,NaN,28876.0,NaN,2010
NaN,2002-03-20,20,32859.0,NaN,NaN,NaN,NaN,NaN,NaN,32859.0,NaN,0,NaN,1964.0,0,3,NaN,36867.0,NaN,0.0,NaN,841.0,NaN,2002-03-20,5.0,NaN,NaN,NaN,2002
NaN,2007-02-06,6,46345.0,NaN,NaN,NaN,NaN,0.0,0.0,46345.0,NaN,0,NaN,-1559.0,0,2,-335.0,51129.0,NaN,0.0,NaN,9.0,NaN,2007-02-06,20.0,NaN,53632.0,NaN,2007
NaN,2008-10-04,4,24725.0,NaN,NaN,NaN,NaN,1308.0,673.0,24725.0,NaN,0,NaN,1603.0,0,10,-49.0,27493.0,NaN,0.0,NaN,1852.0,NaN,2008-10-04,8.0,NaN,29894.0,NaN,2008
NaN,2007-09-18,18,27136.0,NaN,NaN,NaN,NaN,0.0,0.0,27136.0,NaN,0,NaN,1986.0,0,9,183.0,29943.0,NaN,0.0,NaN,1721.0,NaN,2007-09-18,48.0,NaN,32164.0,NaN,2007
1000.0,2015-10-18,18,25987.0,-18.0,NaN,8940.0,0.0,4013.0,370.0,25987.0,NaN,0,0.0,1499.0,0,10,68.0,28947.0,0.0,0.0,NaN,12.0,NaN,2015-10-18,46.0,NaN,29477.0,NaN,2015
-906.0,2025-07-27,27,15245.0,0.0,996.0,20992.0,36.0,6606.0,1373.0,15245.0,-324.0,0,992.0,2008.0,0,7,0.0,16006.0,44.0,0.0,1064.0,555.0,2155.0,2025-07-27,12.0,NaN,18926.0,-635.0,2025
893.0,2014-01-24,24,41104.0,-344.0,NaN,3427.0,100.0,2524.0,757.0,41104.0,NaN,0,0.0,1369.0,0,1,-160.0,44995.0,0.0,0.0,NaN,14.0,NaN,2014-01-24,18.0,NaN,46113.0,NaN,2014
NaN,2004-12-19,19,39641.0,NaN,NaN,NaN,NaN,NaN,NaN,39641.0,NaN,0,NaN,2002.0,0,12,NaN,44237.0,NaN,0.0,NaN,4.0,NaN,2004-12-19,25.0,NaN,NaN,NaN,2004
-1.0,2014-12-19,19,37167.0,-340.0,NaN,5957.0,115.0,4039.0,2299.0,37167.0,NaN,0,0.0,1998.0,0,12,-144.0,40507.0,0.0,0.0,NaN,14.0,NaN,2014-12-19,18.0,NaN,41606.0,NaN,2014
719.0,2017-08-28,28,22101.0,234.0,NaN,12372.0,0.0,5305.0,793.0,22101.0,NaN,0,0.0,1404.0,0,8,218.0,24173.0,0.0,0.0,NaN,10.0,NaN,2017-08-28,47.0,NaN,24683.0,NaN,2017
0.0,2009-10-29,29,37507.0,0.0,NaN,0.0,0.0,1737.0,226.0,37507.0,NaN,0,0.0,-1537.0,0,10,-384.0,41270.0,0.0,0.0,NaN,10.0,NaN,2009-10-29,21.0,NaN,43801.0,NaN,2009
102.0,2011-04-29,29,29899.0,0.0,NaN,153.0,53.0,1761.0,753.0,29899.0,NaN,0,0.0,348.0,0,4,-411.0,33223.0,0.0,0.0,NaN,16.0,NaN,2011-04-29,29.0,NaN,34150.0,NaN,2011
769.0,2021-12-02,2,37491.0,0.0,0.0,13974.0,26.0,6527.0,1153.0,37491.0,0.0,0,548.0,278.0,0,12,-57.0,41527.0,900.0,0.0,693.0,10.0,NaN,2021-12-02,32.0,NaN,42194.0,0.0,2021
0.0,2021-03-10,10,20540.0,-211.0,0.0,13561.0,0.0,6527.0,4451.0,20540.0,0.0,0,287.0,-300.0,0,3,-310.0,21577.0,385.0,0.0,0.0,601.0,NaN,2021-03-10,5.0,NaN,23599.0,0.0,2021
0.0,2009-02-09,9,35729.0,0.0,NaN,0.0,0.0,1405.0,676.0,35729.0,NaN,0,0.0,997.0,0,2,-346.0,40148.0,0.0,0.0,NaN,354.0,NaN,2009-02-09,46.0,NaN,41448.0,NaN,2009
NaN,2006-11-22,22,41952.0,NaN,NaN,NaN,NaN,NaN,NaN,41952.0,NaN,0,NaN,1248.0,0,11,-269.0,46543.0,NaN,0.0,NaN,5.0,NaN,2006-11-22,43.0,NaN,47417.0,NaN,2006
528.0,2018-12-04,4,37857.0,-536.0,NaN,13052.0,175.0,5911.0,472.0,37857.0,NaN,0,0.0,1999.0,0,12,-454.0,41936.0,0.0,110.0,NaN,20.0,NaN,2018-12-04,17.0,NaN,43436.0,NaN,2018
1000.0,2025-03-05,5,22572.0,0.0,736.0,19838.0,8857.0,6606.0,3682.0,22572.0,-469.0,0,391.0,945.0,0,3,-278.0,24617.0,-5.0,0.0,698.0,1104.0,4933.0,2025-03-05,29.0,NaN,27073.0,1427.0,2025
NaN,2007-02-17,17,37951.0,NaN,NaN,NaN,NaN,0.0,0.0,37951.0,NaN,0,NaN,910.0,0,2,-275.0,41801.0,NaN,0.0,NaN,6.0,NaN,2007-02-17,20.0,NaN,42714.0,NaN,2007
1001.0,2020-11-17,17,30940.0,343.0,0.0,13332.0,1032.0,6527.0,3934.0,30940.0,0.0,0,0.0,2005.0,0,11,85.0,33318.0,999.0,0.0,0.0,9.0,NaN,2020-11-17,26.0,NaN,33927.0,0.0,2020
588.0,2024-10-29,29,28260.0,-530.0,-1.0,18510.0,3524.0,6622.0,1112.0,28260.0,0.0,0,-1.0,2001.0,0,10,-452.0,30786.0,866.0,0.0,1397.0,8.0,1274.0,2024-10-29,22.0,NaN,32511.0,-133.0,2024
NaN,2008-11-25,25,42306.0,NaN,NaN,NaN,NaN,1358.0,787.0,42306.0,NaN,0,NaN,-1535.0,0,11,50.0,46865.0,NaN,0.0,NaN,8.0,NaN,2008-11-25,17.0,NaN,49008.0,NaN,2008
0.0,2010-11-04,4,37725.0,0.0,NaN,62.0,5.0,2139.0,1889.0,37725.0,NaN,0,0.0,-208.0,0,11,-251.0,41740.0,0.0,0.0,NaN,10.0,NaN,2010-11-04,26.0,NaN,42809.0,NaN,2010
